,Trial,Size,Comparisons,Swaps,QuickSort duration
469,4.0,7000.0,55426.0,60095.0,0.5486881732940674
470,4.0,7100.0,63460.0,68175.0,0.6713662147521973
471,4.0,7200.0,51872.0,56696.0,0.5293209552764893
472,4.0,7300.0,61071.0,65921.0,0.5910489559173584
473,4.0,7400.0,59112.0,64078.0,0.800386905670166
474,4.0,7500.0,63094.0,68113.0,0.7204799652099609
475,4.0,7600.0,53911.0,58983.0,0.620229959487915
476,4.0,7700.0,52575.0,57728.0,0.5627789497375488
477,4.0,7800.0,52845.0,58024.0,0.5214741230010986
478,4.0,7900.0,62193.0,67482.0,0.6269631385803223
479,4.0,8000.0,59564.0,64904.0,0.5996890068054199
480,4.0,8100.0,53989.0,59424.0,1.27945876121521
481,4.0,8200.0,57860.0,63313.0,0.8087120056152344
482,4.0,8300.0,66143.0,71668.0,0.775536298751831
483,4.0,8400.0,62629.0,68239.0,0.7509303092956543
484,4.0,8500.0,64460.0,70128.0,1.0340309143066406
485,4.0,8600.0,59785.0,65531.0,0.6579880714416504
486,4.0,8700.0,61845.0,67639.0,0.699589729309082
487,4.0,8800.0,72226.0,78075.0,0.7321069240570068
488,4.0,8900.0,62805.0,68726.0,0.6746418476104736
489,4.0,9000.0,64295.0,70251.0,0.6392676830291748
490,4.0,9100.0,73987.0,80033.0,0.741539716720581
491,4.0,9200.0,74333.0,80523.0,0.9070711135864258
492,4.0,9300.0,70608.0,76840.0,0.7628769874572754
493,4.0,9400.0,79126.0,85438.0,0.8064510822296143
494,4.0,9500.0,68879.0,75179.0,0.6891770362854004
495,4.0,9600.0,67896.0,74317.0,0.7655830383300781
496,4.0,9700.0,73979.0,80444.0,0.7419157028198242
497,4.0,9800.0,79710.0,86212.0,1.0748789310455322
498,4.0,9900.0,71263.0,77884.0,0.7385280132293701
499,4.0,10000.0,81890.0,88583.0,0.8488080501556396
500,5.0,100.0,314.0,378.0,0.0039331912994384766
501,5.0,200.0,709.0,843.0,0.007506847381591797
502,5.0,300.0,1324.0,1528.0,0.01214289665222168
503,5.0,400.0,1641.0,1913.0,0.020018815994262695
504,5.0,500.0,1896.0,2230.0,0.019999027252197266
505,5.0,600.0,2594.0,2995.0,0.02961587905883789
506,5.0,700.0,3335.0,3802.0,0.0326840877532959
507,5.0,800.0,4086.0,4628.0,0.05252504348754883
508,5.0,900.0,5144.0,5743.0,0.06364011764526367
509,5.0,1000.0,5243.0,5908.0,0.10683774948120117
510,5.0,1100.0,6430.0,7153.0,0.07125592231750488
